,Bike#,start_ts,end_ts,Latitude,Longitude,Latitude_end,Longitude_end,Start Station,End Station,Start terminal,End terminal
347,N01697,2013-07-28 14:29:00,2013-07-28 14:31:00,44.980536,-93.275626,44.977128,-93.277505,2nd Ave N & N 6th Street,9th Street N & Hawthorne Ave,30053,30142.0
348,N01697,2013-05-14 06:52:00,2013-05-14 06:58:00,44.984390000000005,-93.277316,44.977128,-93.277505,5th Ave N & 4th Street N,9th Street N & Hawthorne Ave,30056,30142.0
349,N01697,2013-06-23 12:00:00,2013-06-23 12:26:00,44.980926000000004,-93.26285,44.977521,-93.256736,South 2nd Street & 3rd Ave. S,Chicago Ave & Washington Ave S,30030,30143.0
350,N01697,2013-05-24 15:22:00,2013-05-24 15:25:00,44.980926000000004,-93.26285,44.977521,-93.256736,South 2nd Street & 3rd Ave. S,Chicago Ave & Washington Ave S,30030,30143.0
351,N01697,2013-07-28 13:56:00,2013-07-28 13:58:00,44.97654,-93.25535,44.977521,-93.256736,Washington Ave S & 9th Ave S,Chicago Ave & Washington Ave S,30046,30143.0
352,N01697,2013-07-28 15:45:00,2013-07-28 15:46:00,44.986087,-93.272459,44.988461,-93.269087,North 2nd Street & 4th Ave. N,N 4th Ave & W River Parkway,30011,30144.0
353,N01697,2013-06-23 15:20:00,2013-06-23 15:30:00,44.977521,-93.256736,44.988461,-93.269087,Chicago Ave & Washington Ave S,N 4th Ave & W River Parkway,30143,30144.0
354,N01697,2013-07-28 20:51:00,2013-07-28 20:57:00,44.999340999999994,-93.290941,45.00095,-93.27703699999999,Bryant Ave. N & West Broadway,Minneapolis Park & Recreation Board,30067,30145.0
355,N01697,2013-07-28 18:06:00,2013-07-28 18:19:00,44.966159999999995,-93.20525,44.948452,-93.20620100000001,Curfew Street & Ellis Ave.,Lake Street & West River Parkway,30075,30147.0
356,N01697,2013-09-15 12:22:00,2013-09-15 12:47:00,44.916906,-93.213587,44.948452,-93.20620100000001,Minnehaha Park,Lake Street & West River Parkway,30149,30147.0
357,N01697,2013-07-28 11:42:00,2013-07-28 11:45:00,44.916906,-93.213587,44.920466,-93.21953,Minnehaha Park,46th Street Light Rail ,30149,30148.0
358,N01697,2013-07-28 11:35:00,2013-07-28 11:42:00,44.905043,-93.19828299999999,44.916906,-93.213587,Coldwater Spring,Minnehaha Park,30153,30149.0
359,N01697,2013-09-15 10:46:00,2013-09-15 11:13:00,44.947328999999996,-93.233092,44.916906,-93.213587,27th Ave S & East Lake Street,Minnehaha Park,30161,30149.0
360,N01697,2013-07-28 11:04:00,2013-07-28 11:19:00,44.919593,-93.187264,44.894044,-93.187381,Cleveland Ave S & Highland Parkway,Fort Snelling Visitor Center,30164,30150.0
361,N01697,2013-07-28 15:46:00,2013-07-28 15:51:00,44.988461,-93.269087,44.992540000000005,-93.270256,N 4th Ave & W River Parkway,Boom Island Park,30144,30151.0
362,N01697,2013-07-28 15:54:00,2013-07-28 15:55:00,44.995348,-93.26685400000001,44.998613,-93.268633,Marshall Street NE & 8th Ave. NE,Broadway & Marshall Street NE,30098,30152.0
363,N01697,2013-06-23 19:36:00,2013-06-23 19:56:00,44.988461,-93.269087,44.998613,-93.268633,N 4th Ave & W River Parkway,Broadway & Marshall Street NE,30144,30152.0
364,N01697,2013-06-24 02:17:00,2013-06-24 02:44:00,45.006229,-93.271571,44.998613,-93.268633,Marshall Street NE & 18th Ave NE,Broadway & Marshall Street NE,30169,30152.0
365,N01697,2013-07-28 11:24:00,2013-07-28 11:35:00,44.890527,-93.18236999999999,44.905043,-93.19828299999999,Fort Snelling State Park,Coldwater Spring,30159,30153.0
366,N01697,2013-07-28 13:51:00,2013-07-28 13:53:00,44.973440000000004,-93.24748000000001,44.976252,-93.248954,Washington & Cedar,13th Ave & West River Parkway,30015,30154.0
367,N01697,2013-07-18 16:54:00,2013-07-18 16:57:00,44.97654,-93.25535,44.976252,-93.248954,Washington Ave S & 9th Ave S,13th Ave & West River Parkway,30046,30154.0
368,N01697,2013-07-28 11:46:00,2013-07-28 11:54:00,44.920466,-93.21953,44.915957,-93.242761,46th Street Light Rail ,Lake Nokomis,30148,30156.0
369,N01697,2013-07-01 08:40:00,2013-07-01 08:58:00,44.94865,-93.30077,44.929359999999996,-93.30713,Lake Street & Humboldt,Lake Harriet Bandshell,30043,30157.0
370,N01697,2013-07-15 13:08:00,2013-07-15 13:36:00,44.9485,-93.30520899999999,44.929359999999996,-93.30713,Lake Street & Knox Ave S,Lake Harriet Bandshell,30158,30157.0
371,N01697,2013-07-28 19:33:00,2013-07-28 19:38:00,44.92515,-93.31459699999999,44.929359999999996,-93.30713,Upton Ave S & Sheridan Ave S,Lake Harriet Bandshell,30165,30157.0
372,N01697,2013-09-29 18:13:00,2013-09-29 18:42:00,44.94851,-93.2602,44.9485,-93.30520899999999,Midtown Exchange,Lake Street & Knox Ave S,30008,30158.0
373,N01697,2013-07-28 19:10:00,2013-07-28 19:14:00,44.94865,-93.30077,44.9485,-93.30520899999999,Lake Street & Humboldt,Lake Street & Knox Ave S,30043,30158.0
374,N01697,2013-07-01 16:15:00,2013-07-01 16:20:00,44.94865,-93.30077,44.9485,-93.30520899999999,Lake Street & Humboldt,Lake Street & Knox Ave S,30043,30158.0
375,N01697,2013-07-14 14:59:00,2013-07-14 15:23:00,44.9554734,-93.29714298,44.9485,-93.30520899999999,26th Street & Hennepin,Lake Street & Knox Ave S,30044,30158.0
376,N01697,2013-06-08 17:19:00,2013-06-08 17:32:00,44.961459999999995,-93.29303,44.9485,-93.30520899999999,Dupont Ave & 22nd Street,Lake Street & Knox Ave S,30048,30158.0
377,N01697,2013-07-15 15:43:00,2013-07-15 16:06:00,44.929359999999996,-93.30713,44.9485,-93.30520899999999,Lake Harriet Bandshell,Lake Street & Knox Ave S,30157,30158.0
378,N01697,2013-07-16 06:36:00,2013-07-16 07:23:00,44.9485,-93.30520899999999,44.9485,-93.30520899999999,Lake Street & Knox Ave S,Lake Street & Knox Ave S,30158,30158.0
379,N01697,2013-07-15 21:19:00,2013-07-15 21:50:00,44.9485,-93.30520899999999,44.9485,-93.30520899999999,Lake Street & Knox Ave S,Lake Street & Knox Ave S,30158,30158.0
380,N01697,2013-07-14 15:24:00,2013-07-14 16:23:00,44.9485,-93.30520899999999,44.9485,-93.30520899999999,Lake Street & Knox Ave S,Lake Street & Knox Ave S,30158,30158.0
381,N01697,2013-06-08 17:49:00,2013-06-08 19:25:00,44.9485,-93.30520899999999,44.9485,-93.30520899999999,Lake Street & Knox Ave S,Lake Street & Knox Ave S,30158,30158.0
382,N01697,2013-10-12 11:08:00,2013-10-12 11:18:00,44.937816999999995,-93.320212,44.9485,-93.30520899999999,W 36th Street & W Calhoun Parkway,Lake Street & Knox Ave S,30166,30158.0
383,N01697,2013-10-12 10:09:00,2013-10-12 10:20:00,44.937816999999995,-93.320212,44.9485,-93.30520899999999,W 36th Street & W Calhoun Parkway,Lake Street & Knox Ave S,30166,30158.0
384,N01697,2013-10-10 11:29:00,2013-10-10 11:39:00,44.937816999999995,-93.320212,44.9485,-93.30520899999999,W 36th Street & W Calhoun Parkway,Lake Street & Knox Ave S,30166,30158.0
385,N01697,2013-10-09 10:58:00,2013-10-09 11:09:00,44.937816999999995,-93.320212,44.9485,-93.30520899999999,W 36th Street & W Calhoun Parkway,Lake Street & Knox Ave S,30166,30158.0
386,N01697,2013-10-08 15:41:00,2013-10-08 15:52:00,44.937816999999995,-93.320212,44.9485,-93.30520899999999,W 36th Street & W Calhoun Parkway,Lake Street & Knox Ave S,30166,30158.0
387,N01697,2013-10-08 11:08:00,2013-10-08 11:19:00,44.937816999999995,-93.320212,44.9485,-93.30520899999999,W 36th Street & W Calhoun Parkway,Lake Street & Knox Ave S,30166,30158.0
388,N01697,2013-10-08 10:03:00,2013-10-08 10:15:00,44.937816999999995,-93.320212,44.9485,-93.30520899999999,W 36th Street & W Calhoun Parkway,Lake Street & Knox Ave S,30166,30158.0
389,N01697,2013-10-07 15:17:00,2013-10-07 15:27:00,44.937816999999995,-93.320212,44.9485,-93.30520899999999,W 36th Street & W Calhoun Parkway,Lake Street & Knox Ave S,30166,30158.0
390,N01697,2013-10-06 10:26:00,2013-10-06 10:36:00,44.937816999999995,-93.320212,44.9485,-93.30520899999999,W 36th Street & W Calhoun Parkway,Lake Street & Knox Ave S,30166,30158.0
391,N01697,2013-10-05 13:19:00,2013-10-05 13:30:00,44.937816999999995,-93.320212,44.9485,-93.30520899999999,W 36th Street & W Calhoun Parkway,Lake Street & Knox Ave S,30166,30158.0
392,N01697,2013-10-04 13:13:00,2013-10-04 13:24:00,44.937816999999995,-93.320212,44.9485,-93.30520899999999,W 36th Street & W Calhoun Parkway,Lake Street & Knox Ave S,30166,30158.0
393,N01697,2013-10-03 13:16:00,2013-10-03 13:27:00,44.937816999999995,-93.320212,44.9485,-93.30520899999999,W 36th Street & W Calhoun Parkway,Lake Street & Knox Ave S,30166,30158.0
394,N01697,2013-10-03 09:54:00,2013-10-03 10:05:00,44.937816999999995,-93.320212,44.9485,-93.30520899999999,W 36th Street & W Calhoun Parkway,Lake Street & Knox Ave S,30166,30158.0
395,N01697,2013-10-03 08:47:00,2013-10-03 08:59:00,44.937816999999995,-93.320212,44.9485,-93.30520899999999,W 36th Street & W Calhoun Parkway,Lake Street & Knox Ave S,30166,30158.0
396,N01697,2013-10-02 11:26:00,2013-10-02 11:41:00,44.937816999999995,-93.320212,44.9485,-93.30520899999999,W 36th Street & W Calhoun Parkway,Lake Street & Knox Ave S,30166,30158.0
397,N01697,2013-09-30 13:27:00,2013-09-30 13:39:00,44.937816999999995,-93.320212,44.9485,-93.30520899999999,W 36th Street & W Calhoun Parkway,Lake Street & Knox Ave S,30166,30158.0
398,N01697,2013-09-30 12:59:00,2013-09-30 13:09:00,44.937816999999995,-93.320212,44.9485,-93.30520899999999,W 36th Street & W Calhoun Parkway,Lake Street & Knox Ave S,30166,30158.0
399,N01697,2013-09-30 10:42:00,2013-09-30 10:56:00,44.937816999999995,-93.320212,44.9485,-93.30520899999999,W 36th Street & W Calhoun Parkway,Lake Street & Knox Ave S,30166,30158.0
400,N01697,2013-05-25 14:29:00,2013-05-25 14:48:00,44.937816999999995,-93.320212,44.9485,-93.30520899999999,W 36th Street & W Calhoun Parkway,Lake Street & Knox Ave S,30166,30158.0
401,N01697,2013-07-28 11:19:00,2013-07-28 11:24:00,44.894044,-93.187381,44.890527,-93.18236999999999,Fort Snelling Visitor Center,Fort Snelling State Park,30150,30159.0
402,N01697,2013-06-16 01:03:00,2013-06-16 01:22:00,44.972217,-93.27643499999999,44.949699,-93.29312900000001,YWCA Downtown,Dupont Ave S & Lake Street,30006,30160.0
403,N01697,2013-07-28 19:01:00,2013-07-28 19:06:00,44.94964,-93.28827,44.949699,-93.29312900000001,Lake Street & Lyndale,Dupont Ave S & Lake Street,30013,30160.0
404,N01697,2013-06-16 16:47:00,2013-06-16 17:37:00,44.949699,-93.29312900000001,44.949699,-93.29312900000001,Dupont Ave S & Lake Street,Dupont Ave S & Lake Street,30160,30160.0
405,N01697,2013-09-15 10:22:00,2013-09-15 10:45:00,44.94851,-93.2602,44.947328999999996,-93.233092,Midtown Exchange,27th Ave S & East Lake Street,30008,30161.0
406,N01697,2013-07-28 18:24:00,2013-07-28 18:28:00,44.94826,-93.22106,44.947328999999996,-93.233092,East Lake Street & 36th Ave S,27th Ave S & East Lake Street,30081,30161.0
407,N01697,2013-07-19 17:56:00,2013-07-19 18:18:00,44.97202,-93.22697,44.940288,-93.197997,Oak Street Ramp,Mississippi River Blvd & Summit Ave,30034,30162.0
408,N01697,2013-07-20 16:19:00,2013-07-20 16:34:00,44.919593,-93.187264,44.940288,-93.197997,Cleveland Ave S & Highland Parkway,Mississippi River Blvd & Summit Ave,30164,30162.0
409,N01697,2013-07-28 11:54:00,2013-07-28 12:05:00,44.915957,-93.242761,44.93434,-93.229338,Lake Nokomis,38th Street Light Rail ,30156,30163.0
410,N01697,2013-07-28 11:00:00,2013-07-28 11:04:00,44.926969,-93.182263,44.919593,-93.187264,St. Catherine University,Cleveland Ave S & Highland Parkway,30102,30164.0
411,N01697,2013-07-20 15:18:00,2013-07-20 15:45:00,44.939778999999994,-93.126261,44.919593,-93.187264,Dale Street & Grand Ave.,Cleveland Ave S & Highland Parkway,30106,30164.0
412,N01697,2013-07-28 19:25:00,2013-07-28 19:33:00,44.937816999999995,-93.320212,44.92515,-93.31459699999999,W 36th Street & W Calhoun Parkway,Upton Ave S & Sheridan Ave S,30166,30165.0
413,N01697,2013-05-25 13:31:00,2013-05-25 14:28:00,44.967459999999996,-93.28848,44.937816999999995,-93.320212,Walker Art Center,W 36th Street & W Calhoun Parkway,30016,30166.0
414,N01697,2013-07-28 19:20:00,2013-07-28 19:24:00,44.94885,-93.31759,44.937816999999995,-93.320212,Lake Calhoun Center,W 36th Street & W Calhoun Parkway,30089,30166.0
415,N01697,2013-09-13 17:52:00,2013-09-13 18:03:00,44.93775,-93.29122,44.937816999999995,-93.320212,West 36th Street & Bryant Ave S,W 36th Street & W Calhoun Parkway,30095,30166.0
416,N01697,2013-10-12 10:54:00,2013-10-12 11:08:00,44.9485,-93.30520899999999,44.937816999999995,-93.320212,Lake Street & Knox Ave S,W 36th Street & W Calhoun Parkway,30158,30166.0
417,N01697,2013-10-12 09:54:00,2013-10-12 10:08:00,44.9485,-93.30520899999999,44.937816999999995,-93.320212,Lake Street & Knox Ave S,W 36th Street & W Calhoun Parkway,30158,30166.0
418,N01697,2013-10-10 11:16:00,2013-10-10 11:29:00,44.9485,-93.30520899999999,44.937816999999995,-93.320212,Lake Street & Knox Ave S,W 36th Street & W Calhoun Parkway,30158,30166.0
419,N01697,2013-10-09 10:43:00,2013-10-09 10:58:00,44.9485,-93.30520899999999,44.937816999999995,-93.320212,Lake Street & Knox Ave S,W 36th Street & W Calhoun Parkway,30158,30166.0
420,N01697,2013-10-08 15:26:00,2013-10-08 15:41:00,44.9485,-93.30520899999999,44.937816999999995,-93.320212,Lake Street & Knox Ave S,W 36th Street & W Calhoun Parkway,30158,30166.0
421,N01697,2013-10-08 10:53:00,2013-10-08 11:08:00,44.9485,-93.30520899999999,44.937816999999995,-93.320212,Lake Street & Knox Ave S,W 36th Street & W Calhoun Parkway,30158,30166.0
422,N01697,2013-10-08 09:49:00,2013-10-08 10:03:00,44.9485,-93.30520899999999,44.937816999999995,-93.320212,Lake Street & Knox Ave S,W 36th Street & W Calhoun Parkway,30158,30166.0
423,N01697,2013-10-07 15:03:00,2013-10-07 15:17:00,44.9485,-93.30520899999999,44.937816999999995,-93.320212,Lake Street & Knox Ave S,W 36th Street & W Calhoun Parkway,30158,30166.0
424,N01697,2013-10-06 10:12:00,2013-10-06 10:26:00,44.9485,-93.30520899999999,44.937816999999995,-93.320212,Lake Street & Knox Ave S,W 36th Street & W Calhoun Parkway,30158,30166.0
425,N01697,2013-10-05 13:05:00,2013-10-05 13:19:00,44.9485,-93.30520899999999,44.937816999999995,-93.320212,Lake Street & Knox Ave S,W 36th Street & W Calhoun Parkway,30158,30166.0
426,N01697,2013-10-04 12:59:00,2013-10-04 13:12:00,44.9485,-93.30520899999999,44.937816999999995,-93.320212,Lake Street & Knox Ave S,W 36th Street & W Calhoun Parkway,30158,30166.0
427,N01697,2013-10-03 13:02:00,2013-10-03 13:16:00,44.9485,-93.30520899999999,44.937816999999995,-93.320212,Lake Street & Knox Ave S,W 36th Street & W Calhoun Parkway,30158,30166.0
428,N01697,2013-10-03 09:39:00,2013-10-03 09:54:00,44.9485,-93.30520899999999,44.937816999999995,-93.320212,Lake Street & Knox Ave S,W 36th Street & W Calhoun Parkway,30158,30166.0
429,N01697,2013-10-03 08:32:00,2013-10-03 08:47:00,44.9485,-93.30520899999999,44.937816999999995,-93.320212,Lake Street & Knox Ave S,W 36th Street & W Calhoun Parkway,30158,30166.0
430,N01697,2013-10-02 11:11:00,2013-10-02 11:26:00,44.9485,-93.30520899999999,44.937816999999995,-93.320212,Lake Street & Knox Ave S,W 36th Street & W Calhoun Parkway,30158,30166.0
431,N01697,2013-09-30 13:09:00,2013-09-30 13:24:00,44.9485,-93.30520899999999,44.937816999999995,-93.320212,Lake Street & Knox Ave S,W 36th Street & W Calhoun Parkway,30158,30166.0
432,N01697,2013-09-30 12:44:00,2013-09-30 12:58:00,44.9485,-93.30520899999999,44.937816999999995,-93.320212,Lake Street & Knox Ave S,W 36th Street & W Calhoun Parkway,30158,30166.0
433,N01697,2013-09-30 10:57:00,2013-09-30 11:11:00,44.9485,-93.30520899999999,44.937816999999995,-93.320212,Lake Street & Knox Ave S,W 36th Street & W Calhoun Parkway,30158,30166.0
434,N01697,2013-09-30 10:27:00,2013-09-30 10:41:00,44.9485,-93.30520899999999,44.937816999999995,-93.320212,Lake Street & Knox Ave S,W 36th Street & W Calhoun Parkway,30158,30166.0
435,N01697,2013-07-16 07:52:00,2013-07-16 08:06:00,44.9485,-93.30520899999999,44.937816999999995,-93.320212,Lake Street & Knox Ave S,W 36th Street & W Calhoun Parkway,30158,30166.0
436,N01697,2013-07-28 14:32:00,2013-07-28 14:34:00,44.97534,-93.27869,44.975504,-93.275513,11th Street & Hennepin,LaSalle Ave & 9th Street S,30004,30167.0
437,N01697,2013-07-17 10:00:00,2013-07-17 10:15:00,44.959629,-93.294317,44.975504,-93.275513,Emerson Ave. S & 24th Street,LaSalle Ave & 9th Street S,30061,30167.0
438,N01697,2013-06-23 23:32:00,2013-06-24 00:01:00,44.988890000000005,-93.25392,45.006229,-93.271571,Hennepin & Central Avenue NE,Marshall Street NE & 18th Ave NE,30005,30169.0
439,N01697,2013-07-28 15:59:00,2013-07-28 16:04:00,44.999894,-93.26295999999999,45.006229,-93.271571,University Ave. NE & 12th Ave. NE,Marshall Street NE & 18th Ave NE,30096,30169.0
